"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 03 15:35:43 GMT 2025","Mon Mar 03 15:35:46 GMT 2025","3347","","com.vemser.rest.tests.produto.ProdutoPutTest","","com.vemser.rest.tests.produto.ProdutoPutTest","testSchemaAtualizarProdutoValidoComSucesso","testSchemaAtualizarProdutoValidoComSucesso()",""
"passed","Mon Mar 03 15:36:43 GMT 2025","Mon Mar 03 15:36:43 GMT 2025","301","","com.vemser.rest.tests.usuario.UsuariosDeleteTest","","com.vemser.rest.tests.usuario.UsuariosDeleteTest","testDeveExcluirUsuarioComSucesso","testDeveExcluirUsuarioComSucesso()",""
"passed","Mon Mar 03 15:37:15 GMT 2025","Mon Mar 03 15:37:18 GMT 2025","2513","","com.vemser.rest.tests.login.LoginTest","","com.vemser.rest.tests.login.LoginTest","testRealizarLoginComSenhaInvalidaSemSucesso","testRealizarLoginComSenhaInvalidaSemSucesso()",""
"passed","Mon Mar 03 15:36:31 GMT 2025","Mon Mar 03 15:36:32 GMT 2025","465","","com.vemser.rest.tests.usuario.UsuariosGetTest","","com.vemser.rest.tests.usuario.UsuariosGetTest","testBuscarUsuariosPorIDInvalidoSemSucesso","testBuscarUsuariosPorIDInvalidoSemSucesso()",""
"passed","Mon Mar 03 15:36:47 GMT 2025","Mon Mar 03 15:36:48 GMT 2025","1298","","com.vemser.rest.tests.healthCheck.HealthCheckTest","","com.vemser.rest.tests.healthCheck.HealthCheckTest","testHealthCheck","testHealthCheck()",""
"passed","Mon Mar 03 15:37:11 GMT 2025","Mon Mar 03 15:37:12 GMT 2025","483","","com.vemser.rest.tests.produto.ProdutoPostTest","","com.vemser.rest.tests.produto.ProdutoPostTest","testCadastrarProdutoInvalidoSemSucesso","testCadastrarProdutoInvalidoSemSucesso(Produto, String, String) [4] Produto(nome=ABCSynergistic Steel Knife, preco=7, descricao=1gz49124whh7mbp52vixo78wub8jf6l8jd02byt981jqsf41zkr2ctnelghh5bps5jup2hc1ycovamn3zuz1mjbvrmujx14e9cxusyviuavnx93orbv4lpuhyx8lw9249fegtaeh8nstkvosugaiy8u6cd2j5bw7b8h3edxdhnw5ppizoq5fhz1vnip25urabv4czu883mus22pxt3qs5nt4u8714ben3fdd8270s03sbbdpuwgwbf7hmzzxatg, quantidade=null), quantidade, quantidade deve ser um número",""
"passed","Mon Mar 03 15:36:37 GMT 2025","Mon Mar 03 15:36:38 GMT 2025","465","","com.vemser.rest.tests.usuario.UsuariosPutTest","","com.vemser.rest.tests.usuario.UsuariosPutTest","testDeveAtualizarUsuarioComSucesso","testDeveAtualizarUsuarioComSucesso()",""
"passed","Mon Mar 03 15:37:14 GMT 2025","Mon Mar 03 15:37:14 GMT 2025","454","","com.vemser.rest.tests.produto.ProdutoPostTest","","com.vemser.rest.tests.produto.ProdutoPostTest","testCadastrarProdutoInvalidoSemSucesso","testCadastrarProdutoInvalidoSemSucesso(Produto, String, String, String, int) [3] Produto(nome=ABCHeavy Duty Leather Knife, preco=3, descricao=t58nfq4rcmxz7h3rms6tgyv17nk38nyg7wciemv66cka94mtnhbz41m1z5osx10zkg3ckx8khex3ne926qj5o5ntewze01vzajrbgfko8r7fz1ya2woutef2bdodbb4gupvz6ofe4o66zz76kbbjd0xz2jp90f7jbhmuu5sz511jiq44ga7gabq4dfsdmh2734p2co32m15cw0gbet2tfbol6g3jdhfgzq9khiof8drv5rb4hdjl00avib8htza, quantidade=6), Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6ImPDqWxpYS5jYW1wb3NAeWFob28uY29tIiwicGFzc3dvcmQiOiJ5M3NybmtjZDBnaDUiLCJpYXQiOjE3NDEwMTYyMzMsImV4cCI6MTc0MTAxNjgzM30.3rTprNf-CBqEeSoT928aFRdNSzWUucA2esmJCbHmk54, message, Rota exclusiva para administradores, 403",""
"passed","Mon Mar 03 15:36:56 GMT 2025","Mon Mar 03 15:36:59 GMT 2025","2831","","com.vemser.rest.tests.produto.ProdutoDeleteTest","","com.vemser.rest.tests.produto.ProdutoDeleteTest","testDeletarProdutoValidoComSucesso","testDeletarProdutoValidoComSucesso()",""
"passed","Mon Mar 03 15:35:47 GMT 2025","Mon Mar 03 15:35:50 GMT 2025","3228","","com.vemser.rest.tests.produto.ProdutoDeleteTest","","com.vemser.rest.tests.produto.ProdutoDeleteTest","testSchemaDeletarProdutoValidoComSucesso","testSchemaDeletarProdutoValidoComSucesso()",""
"passed","Mon Mar 03 15:36:46 GMT 2025","Mon Mar 03 15:36:46 GMT 2025","253","","com.vemser.rest.tests.usuario.UsuariosPostTest","","com.vemser.rest.tests.usuario.UsuariosPostTest","testDeveCadastrarUsuarioComEmailRepetidoSemSucesso","testDeveCadastrarUsuarioComEmailRepetidoSemSucesso()",""
"passed","Mon Mar 03 15:36:38 GMT 2025","Mon Mar 03 15:36:38 GMT 2025","445","","com.vemser.rest.tests.usuario.UsuariosPutTest","","com.vemser.rest.tests.usuario.UsuariosPutTest","testDeveAtualizarUsuarioComIDInválidoEmailExistenteSemSucesso","testDeveAtualizarUsuarioComIDInválidoEmailExistenteSemSucesso()",""
"passed","Mon Mar 03 15:36:31 GMT 2025","Mon Mar 03 15:36:31 GMT 2025","502","","com.vemser.rest.tests.usuario.UsuariosGetTest","","com.vemser.rest.tests.usuario.UsuariosGetTest","testBuscarUsuariosPorIDComSucessoHamCrest","testBuscarUsuariosPorIDComSucessoHamCrest()",""
"passed","Mon Mar 03 15:36:33 GMT 2025","Mon Mar 03 15:36:33 GMT 2025","434","","com.vemser.rest.tests.usuario.UsuariosGetTest","","com.vemser.rest.tests.usuario.UsuariosGetTest","testListarUsuariosVariavelComSucesso","testListarUsuariosVariavelComSucesso()",""
"passed","Mon Mar 03 15:36:55 GMT 2025","Mon Mar 03 15:36:56 GMT 2025","652","","com.vemser.rest.tests.produto.ProdutoPutTest","","com.vemser.rest.tests.produto.ProdutoPutTest","testAtualizarProdutoValidoComSucesso","testAtualizarProdutoValidoComSucesso()",""
"passed","Mon Mar 03 15:36:52 GMT 2025","Mon Mar 03 15:36:53 GMT 2025","781","","com.vemser.rest.tests.produto.ProdutoPutTest","","com.vemser.rest.tests.produto.ProdutoPutTest","testAtualizarProdutoInvalidoStatus400SemSucesso","testAtualizarProdutoInvalidoStatus400SemSucesso(Produto, String, String) [2] Produto(nome=, preco=1, descricao=cw658of8uttnde73a01btt8o5gtyidmqzsj52um0t0q2z5q4fr2klqt2apx07ek4nw4gmjextdkhrdg8z9talwkwziicgk6bkhmlfci80n3ra8z62meocknok6dxalsxim0ddff4hnsdc7gygxafj0ogmq8pwctoxo64utl44zq3gin45qk3tlczzdyuvsjqdmkafq06p2p86t45lycvnvnlgsn8quk1ytjeuygp7x61ssifcw3ch28amy4syrk, quantidade=5), nome, nome não pode ficar em branco",""
"passed","Mon Mar 03 15:36:44 GMT 2025","Mon Mar 03 15:36:46 GMT 2025","2018","","com.vemser.rest.tests.usuario.UsuariosPostTest","","com.vemser.rest.tests.usuario.UsuariosPostTest","testDeveCadastrarUsuarioComCampoSenhaVazioSemSucesso","testDeveCadastrarUsuarioComCampoSenhaVazioSemSucesso()",""
"passed","Mon Mar 03 15:37:02 GMT 2025","Mon Mar 03 15:37:05 GMT 2025","3200","","com.vemser.rest.tests.produto.ProdutoGetTest","","com.vemser.rest.tests.produto.ProdutoGetTest","testBuscarProdutoInvalidoPorIDSemSucesso","testBuscarProdutoInvalidoPorIDSemSucesso(String, String, String) [1] 0, message, Produto não encontrado",""
"passed","Mon Mar 03 15:35:33 GMT 2025","Mon Mar 03 15:35:35 GMT 2025","2811","","com.vemser.rest.tests.usuario.UsuariosPutTest","","com.vemser.rest.tests.usuario.UsuariosPutTest","testSchemaDeveAtualizarUsuarioComSucesso","testSchemaDeveAtualizarUsuarioComSucesso()",""
"passed","Mon Mar 03 15:35:56 GMT 2025","Mon Mar 03 15:35:59 GMT 2025","3152","","com.vemser.rest.tests.produto.ProdutoPostTest","","com.vemser.rest.tests.produto.ProdutoPostTest","testSchemaCadastrarProdutoValidoComSucesso","testSchemaCadastrarProdutoValidoComSucesso()",""
"passed","Mon Mar 03 15:36:42 GMT 2025","Mon Mar 03 15:36:42 GMT 2025","316","","com.vemser.rest.tests.usuario.UsuariosDeleteTest","","com.vemser.rest.tests.usuario.UsuariosDeleteTest","testDeveExcluirUsuarioComCarrinhoSemSucesso","testDeveExcluirUsuarioComCarrinhoSemSucesso()",""
