"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 03 16:07:04 GMT 2025","Mon Mar 03 16:07:04 GMT 2025","599","","com.vemser.rest.tests.usuario.UsuariosGetTest","","com.vemser.rest.tests.usuario.UsuariosGetTest","testBuscarUsuariosPorIDComSucessoHamCrest","testBuscarUsuariosPorIDComSucessoHamCrest()",""
"passed","Mon Mar 03 16:07:42 GMT 2025","Mon Mar 03 16:07:43 GMT 2025","725","","com.vemser.rest.tests.produto.ProdutoPutTest","","com.vemser.rest.tests.produto.ProdutoPutTest","testAtualizarProdutoValidoComSucesso","testAtualizarProdutoValidoComSucesso()",""
"passed","Mon Mar 03 16:06:04 GMT 2025","Mon Mar 03 16:06:09 GMT 2025","4755","","com.vemser.rest.tests.produto.ProdutoDeleteTest","","com.vemser.rest.tests.produto.ProdutoDeleteTest","testSchemaDeletarProdutoValidoComSucesso","testSchemaDeletarProdutoValidoComSucesso()",""
"passed","Mon Mar 03 16:07:07 GMT 2025","Mon Mar 03 16:07:08 GMT 2025","435","","com.vemser.rest.tests.usuario.UsuariosGetTest","","com.vemser.rest.tests.usuario.UsuariosGetTest","testListarTodosUsuariosComSucesso","testListarTodosUsuariosComSucesso()",""
"passed","Mon Mar 03 16:08:08 GMT 2025","Mon Mar 03 16:08:08 GMT 2025","594","","com.vemser.rest.tests.produto.ProdutoPostTest","","com.vemser.rest.tests.produto.ProdutoPostTest","testCadastrarProdutoInvalidoSemSucesso","testCadastrarProdutoInvalidoSemSucesso(Produto, String, String) [3] Produto(nome=ABCLightweight Steel Bench, preco=null, descricao=09mlrsntnrbwxlame19er7l1cgl5dt3mvjo4ol0jytonb40q2dhsn6f4wg5e8sapdfc7a2s7gzk31lt2jym6bgizmde7ige329ynjhzrnw8xb8mrt3rhi86sq3l063pkma3zrgo29srl2lfot04cd472gjhwh7tqhxi54x10wgdjyww9duh17mw5gc6omyw28rne7a0x6k22i01mmd74qv6pqu9v6l3hhnqt2c6592rfjnp3g31ze09mqa0u80l, quantidade=3), preco, preco deve ser um número",""
"passed","Mon Mar 03 16:05:37 GMT 2025","Mon Mar 03 16:05:38 GMT 2025","571","","com.vemser.rest.tests.usuario.UsuariosGetTest","","com.vemser.rest.tests.usuario.UsuariosGetTest","testSchemaListarUsuariosPorNomeComSucesso","testSchemaListarUsuariosPorNomeComSucesso()",""
"passed","Mon Mar 03 16:08:14 GMT 2025","Mon Mar 03 16:08:18 GMT 2025","4144","","com.vemser.rest.tests.login.LoginTest","","com.vemser.rest.tests.login.LoginTest","testRealizarLoginComSenhaInvalidaSemSucesso","testRealizarLoginComSenhaInvalidaSemSucesso()",""
"passed","Mon Mar 03 16:07:30 GMT 2025","Mon Mar 03 16:07:32 GMT 2025","2137","","com.vemser.rest.tests.healthCheck.HealthCheckTest","","com.vemser.rest.tests.healthCheck.HealthCheckTest","testHealthCheck","testHealthCheck()",""
"passed","Mon Mar 03 16:07:28 GMT 2025","Mon Mar 03 16:07:28 GMT 2025","351","","com.vemser.rest.tests.usuario.UsuariosPostTest","","com.vemser.rest.tests.usuario.UsuariosPostTest","testDeveCadastrarUsuarioComSucesso","testDeveCadastrarUsuarioComSucesso()",""
"passed","Mon Mar 03 16:07:09 GMT 2025","Mon Mar 03 16:07:13 GMT 2025","4217","","com.vemser.rest.tests.usuario.UsuariosPutTest","","com.vemser.rest.tests.usuario.UsuariosPutTest","testDeveAtualizarUsuarioComCampoNomeVazioSemSucesso","testDeveAtualizarUsuarioComCampoNomeVazioSemSucesso()",""
"passed","Mon Mar 03 16:07:14 GMT 2025","Mon Mar 03 16:07:15 GMT 2025","463","","com.vemser.rest.tests.usuario.UsuariosPutTest","","com.vemser.rest.tests.usuario.UsuariosPutTest","testDeveAtualizarUsuarioComIDInválidoEmailExistenteSemSucesso","testDeveAtualizarUsuarioComIDInválidoEmailExistenteSemSucesso()",""
"passed","Mon Mar 03 16:08:08 GMT 2025","Mon Mar 03 16:08:09 GMT 2025","578","","com.vemser.rest.tests.produto.ProdutoPostTest","","com.vemser.rest.tests.produto.ProdutoPostTest","testCadastrarProdutoInvalidoSemSucesso","testCadastrarProdutoInvalidoSemSucesso(Produto, String, String) [4] Produto(nome=ABCIncredible Plastic Chair, preco=9, descricao=a9snl0r7ncc3kx1sh9tf19s6ow70ev2qq9i2luwm27jpxdt6wg9yma3hmp9h1xhngjcy4rp292smit7n7evhpt47vqyy2msfm630ctn2sv7pwjv8o4vfqaofmgfhqumvnwa4jzjrgmz03n1zm9m2se09renlwl1yvmeumpv83dgiezykam8khciyq9fh6r81n3yalnx2za4mfowxun8bnb0a09arel7jyprkf2rsw5gykzw9crftvtkz81x19tq, quantidade=null), quantidade, quantidade deve ser um número",""
"passed","Mon Mar 03 16:07:42 GMT 2025","Mon Mar 03 16:07:42 GMT 2025","772","","com.vemser.rest.tests.produto.ProdutoPutTest","","com.vemser.rest.tests.produto.ProdutoPutTest","testAtualizarProdutoInvalidoStatus400SemSucesso","testAtualizarProdutoInvalidoStatus400SemSucesso(Produto, String, String) [5] Produto(nome=ABCGorgeous Concrete Shirt, preco=5, descricao=, quantidade=4), descricao, descricao não pode ficar em branco",""
"passed","Mon Mar 03 16:07:39 GMT 2025","Mon Mar 03 16:07:40 GMT 2025","804","","com.vemser.rest.tests.produto.ProdutoPutTest","","com.vemser.rest.tests.produto.ProdutoPutTest","testAtualizarProdutoInvalidoStatus400SemSucesso","testAtualizarProdutoInvalidoStatus400SemSucesso(Produto, String, String) [2] Produto(nome=, preco=4, descricao=i6vyh3blusmurv0w7updol32bpmkt31n4jvwu5ctatr26v5g6y0xj2ynrt4dc7z4o26g95e73po7rq93pp4sijoqgmwngzmdj700djmuusg6mx7c5g1awryxrneggk871x5kuvbqm1lq8m4r92ardsf8sxqlon0t1s8aw2dv1wxd87f0e8t6qpgtvnoitarrcxv8gihawyapm60ko1sc5q0ezekednr1ess30wumizuv2xoubalpk7vioiqr64s, quantidade=3), nome, nome não pode ficar em branco",""
"passed","Mon Mar 03 16:07:05 GMT 2025","Mon Mar 03 16:07:05 GMT 2025","508","","com.vemser.rest.tests.usuario.UsuariosGetTest","","com.vemser.rest.tests.usuario.UsuariosGetTest","testListarUsuariosPorEmailInvalidoSemSucesso","testListarUsuariosPorEmailInvalidoSemSucesso()",""
"passed","Mon Mar 03 16:08:06 GMT 2025","Mon Mar 03 16:08:07 GMT 2025","1315","","com.vemser.rest.tests.produto.ProdutoPostTest","","com.vemser.rest.tests.produto.ProdutoPostTest","testCadastrarProdutoInvalidoSemSucesso","testCadastrarProdutoInvalidoSemSucesso(Produto, String, String) [1] Produto(nome=ABCErgonomic Paper Shoes, preco=3, descricao=qzd13ahvr5054nckpx428nth8y81tpzr6x3vyj5wgyskqzmbm2pamqqdlwh0rh7rz2wh1pp43j64l8iesbbjgnum60ci5o3dx59vmzprbixdb6zoe4wycznnngjnzuil3pt93qdcp4knayhqpl6k4605ftk3h006lsq3u92owpw7w7owsqms3mq4y787b62lxkelmgnfxphvnml1d7zigpbn5a7qlraq4uq0j0wsf0i1purak0bql3t3sd87fbu, quantidade=7), message, Já existe produto com esse nome",""
"passed","Mon Mar 03 16:08:09 GMT 2025","Mon Mar 03 16:08:09 GMT 2025","561","","com.vemser.rest.tests.produto.ProdutoPostTest","","com.vemser.rest.tests.produto.ProdutoPostTest","testCadastrarProdutoInvalidoSemSucesso","testCadastrarProdutoInvalidoSemSucesso(Produto, String, String) [5] Produto(nome=ABCFantastic Bronze Car, preco=6, descricao=, quantidade=7), descricao, descricao não pode ficar em branco",""
"passed","Mon Mar 03 16:07:06 GMT 2025","Mon Mar 03 16:07:06 GMT 2025","429","","com.vemser.rest.tests.usuario.UsuariosGetTest","","com.vemser.rest.tests.usuario.UsuariosGetTest","testBuscarUsuariosPorIDComSucessoAssertions","testBuscarUsuariosPorIDComSucessoAssertions()",""
"passed","Mon Mar 03 16:05:57 GMT 2025","Mon Mar 03 16:06:02 GMT 2025","4979","","com.vemser.rest.tests.produto.ProdutoPutTest","","com.vemser.rest.tests.produto.ProdutoPutTest","testSchemaAtualizarProdutoValidoComSucesso","testSchemaAtualizarProdutoValidoComSucesso()",""
